id,bill_no,cashier_id,cashier_name,subtotal,tax_amount,discount,total,cash_received,change_returned,payment_type,items_count,created_at,session_id,payment_method
05766647-2fa2-4413-83d6-6016b0a6673e,ZIC-20260806-0007,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,40.0,0.0,10.0,30.0,30.0,0.0,cash,1,2026-08-06T03:27:47.812316+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
e6243d6c-b1e1-4597-bdd5-009b600055a0,ZIC-20260806-0008,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,50.0,0.0,0.0,50.0,50.0,0.0,cash,3,2026-08-06T03:29:53.007354+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
470a36e7-1fa0-4c8b-88ac-9d931b514cb3,ZIC-20260806-0009,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,20.0,0.0,0.0,20.0,20.0,0.0,cash,2,2026-08-06T03:42:22.040354+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
421be5de-8df0-481e-aec6-4d38b819f53f,ZIC-20260806-0010,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,50.0,0.0,0.0,50.0,50.0,0.0,cash,10,2026-08-06T03:55:13.573333+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
36ca6f8f-55b0-4f96-85dc-f9d6e63b0ee5,ZIC-20260806-0011,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,45.0,0.0,0.0,45.0,45.0,0.0,cash,2,2026-08-06T04:16:54.819476+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
618b2a89-d122-4f7a-bb7d-3c1a22cea2f3,ZIC-20260806-0012,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,890.0,0.0,70.0,820.0,820.0,0.0,cash,3,2026-08-06T04:39:13.613858+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
b4159e25-f50e-4a06-a6d6-0b7e58af7c19,ZIC-20260806-0013,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,799.0,0.0,50.0,749.0,749.0,0.0,cash,1,2026-08-06T04:43:59.437951+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
cfd00073-a1f3-4253-9341-3422b5c33af2,ZIC-20260806-0014,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,190.0,0.0,0.0,190.0,190.0,0.0,cash,3,2026-08-06T04:57:54.962372+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
94b3e091-96c9-4c96-a0ad-f67f94f3149d,ZIC-20260806-0015,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,10.0,0.0,0.0,10.0,10.0,0.0,cash,1,2026-08-06T04:58:52.113803+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
a20bdffd-7ad3-4c57-87eb-736b8ec82913,ZIC-20260806-0016,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,50.0,0.0,0.0,50.0,50.0,0.0,cash,1,2026-08-06T05:17:34.820586+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
23659f35-b2c2-4a1b-8d92-72c2a332c3a5,ZIC-20260806-0017,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,60.0,0.0,10.0,50.0,50.0,0.0,cash,1,2026-08-06T05:22:15.468026+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
aaeb9f64-4689-412d-8c47-067be0219d9f,ZIC-20260806-0018,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,60.0,0.0,0.0,60.0,60.0,0.0,cash,1,2026-08-06T05:22:35.337385+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
7eed2538-a41b-4b66-830f-7ee2ac2311c5,ZIC-20260806-0019,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,730.0,0.0,0.0,730.0,730.0,0.0,cash,26,2026-08-06T05:25:41.938613+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
c954a85d-1709-4181-b59f-78429a3ba86d,ZIC-20260806-0020,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,45.0,0.0,0.0,45.0,45.0,0.0,cash,3,2026-08-06T05:29:01.485032+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
9967bdf7-9a2f-46ea-b936-ba78b8a48bd8,ZIC-20260806-0021,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,120.0,0.0,0.0,120.0,120.0,0.0,cash,2,2026-08-06T05:35:59.295595+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
ebe84c8e-57f3-4ad4-824b-4c86c3d146c3,ZIC-20260806-0022,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,60.0,0.0,0.0,60.0,60.0,0.0,cash,4,2026-08-06T05:43:38.872859+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
2019b48e-ec69-4ef1-9305-f7a0d33e74f9,ZIC-20260806-0023,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,60.0,0.0,0.0,60.0,60.0,0.0,cash,1,2026-08-06T05:55:18.730329+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
74b93749-6466-4652-adf8-ff9d765e7e2e,ZIC-20260806-0024,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,70.0,0.0,0.0,70.0,70.0,0.0,cash,3,2026-08-06T05:58:58.611217+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
235435e1-2ebe-4215-94b6-ffd011385200,ZIC-20260806-0025,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,720.0,0.0,0.0,720.0,720.0,0.0,cash,6,2026-08-06T06:26:59.567194+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
6e0e81d0-6b96-4a4b-b657-068e483934bf,ZIC-20260806-0026,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,200.0,0.0,0.0,200.0,200.0,0.0,cash,2,2026-08-06T06:38:55.101723+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
870fcf55-44a7-4fbb-a94a-d23c9e40edc3,ZIC-20260806-0027,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,375.0,0.0,0.0,375.0,375.0,0.0,cash,8,2026-08-06T06:46:50.371324+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
71242b19-9baa-4f1c-a4a9-9bfb352edfaa,ZIC-20260806-0028,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,120.0,0.0,0.0,120.0,120.0,0.0,cash,8,2026-08-06T07:36:36.667489+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
19c951e5-a470-49d1-91e8-0a336bb0e4b0,ZIC-20260806-0029,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,120.0,0.0,0.0,120.0,120.0,0.0,cash,2,2026-08-06T07:39:13.710047+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
a4339cd1-5ac4-4331-be81-049532868406,ZIC-20260806-0030,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,80.0,0.0,0.0,80.0,80.0,0.0,cash,3,2026-08-06T07:40:50.466181+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
be9aed0f-a783-4bc2-80e2-26b53e63e8f9,ZIC-20260806-0031,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,110.0,0.0,0.0,110.0,110.0,0.0,cash,1,2026-08-06T07:48:21.759885+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
f2dbad78-aa86-4a2d-acf0-02954725912d,ZIC-20260806-0032,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,70.0,0.0,0.0,70.0,70.0,0.0,cash,3,2026-08-06T07:48:51.06586+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
f1e8fbf9-32f4-4bbb-a424-98ca01b8521b,ZIC-20260806-0033,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,50.0,0.0,0.0,50.0,50.0,0.0,cash,3,2026-08-06T07:49:17.85024+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
fcad941e-225b-4ff5-9f9d-6cb4754cef3f,ZIC-20260806-0034,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,225.0,0.0,5.0,220.0,220.0,0.0,cash,1,2026-08-06T07:55:21.066276+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
8c89b9cc-51f8-4512-b941-503dc249eba1,ZIC-20260806-0035,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,60.0,0.0,0.0,60.0,60.0,0.0,cash,2,2026-08-06T07:56:34.679047+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
9b89f989-d862-42e6-a68a-b5815555f5ae,ZIC-20260806-0036,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,20.0,0.0,0.0,20.0,20.0,0.0,cash,4,2026-08-06T07:57:37.93587+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
ed773ad1-ec4b-4078-9f53-de8b8ea78e4c,ZIC-20260806-0037,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,30.0,0.0,0.0,30.0,30.0,0.0,cash,1,2026-08-06T08:39:12.849343+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
844e736c-37d0-4e7f-aef6-ddb0a4f15caf,ZIC-20260806-0038,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,70.0,0.0,0.0,70.0,70.0,0.0,cash,2,2026-08-06T08:40:32.731773+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
437313f2-8ebe-4acb-95e4-ba2861b77d38,ZIC-20260806-0039,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,100.0,0.0,0.0,100.0,100.0,0.0,cash,8,2026-08-06T08:57:01.296068+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
b5c65470-4c34-45b8-8186-4963d94c6f03,ZIC-20260806-0040,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,30.0,0.0,0.0,30.0,30.0,0.0,cash,2,2026-08-06T09:00:16.05326+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
b5d1359c-374d-48a2-a637-34b56af1c95a,ZIC-20260806-0041,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,910.0,0.0,0.0,910.0,910.0,0.0,cash,4,2026-08-06T09:08:05.431915+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
400fbdba-c245-4683-8246-8506a2c8f4af,ZIC-20260806-0042,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,220.0,0.0,0.0,220.0,220.0,0.0,cash,3,2026-08-06T09:09:05.146793+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
f08db364-cc5f-4677-9215-3c1285f7628d,ZIC-20260806-0043,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,250.0,0.0,0.0,250.0,250.0,0.0,cash,1,2026-08-06T09:09:16.324709+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
41f9274e-de15-45a7-bc1a-c9059bdf2070,ZIC-20260806-0044,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,80.0,0.0,10.0,70.0,70.0,0.0,cash,1,2026-08-06T09:22:36.233931+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
b2a2e613-aeaf-414e-9524-698a8ad2d102,ZIC-20260806-0045,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,550.0,0.0,0.0,550.0,550.0,0.0,cash,21,2026-08-06T09:27:16.274829+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
2838223d-062a-4ace-861c-6eea4fb41948,ZIC-20260806-0046,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,60.0,0.0,0.0,60.0,60.0,0.0,cash,2,2026-08-06T09:28:58.581616+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
72273ecd-1984-4389-ae27-4a59a89ec7f1,ZIC-20260806-0047,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,80.0,0.0,0.0,80.0,80.0,0.0,cash,3,2026-08-06T09:31:10.6156+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
0f14dae5-e308-4449-a891-b32ed28738d7,ZIC-20260806-0048,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,200.0,0.0,0.0,200.0,200.0,0.0,cash,6,2026-08-06T09:32:59.787491+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
9e27ed4d-fd7a-4773-a0f2-e01c7888c0dc,ZIC-20260806-0049,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,170.0,0.0,0.0,170.0,170.0,0.0,cash,3,2026-08-06T09:34:18.080529+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
ddd3cb33-1bb7-4280-9dac-5d4a98f749d9,ZIC-20260806-0050,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,100.0,0.0,0.0,100.0,100.0,0.0,cash,1,2026-08-06T09:42:18.267682+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
10ac13ff-334b-4b5e-85a8-117feab280b3,ZIC-20260806-0051,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,120.0,0.0,0.0,120.0,120.0,0.0,cash,1,2026-08-06T09:44:04.630109+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
b6cd4298-6468-4454-890d-4e2457eb1fa0,ZIC-20260806-0052,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,320.0,0.0,0.0,320.0,320.0,0.0,cash,5,2026-08-06T09:46:13.611656+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
e675292b-480c-4932-ad21-8f6f3b1a94e4,ZIC-20260806-0053,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,10.0,0.0,0.0,10.0,10.0,0.0,cash,1,2026-08-06T09:47:15.453505+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
2e975432-af9e-4aa1-9dc0-05dcb76d3b7d,ZIC-20260806-0054,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,20.0,0.0,0.0,20.0,20.0,0.0,cash,1,2026-08-06T09:53:04.49344+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
380c2b0a-369c-4d57-a987-9797d158e3ef,ZIC-20260806-0055,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,80.0,0.0,0.0,80.0,80.0,0.0,cash,1,2026-08-06T09:54:19.254956+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
1c4e4a7c-77d2-43b1-aa27-ccea9381166f,ZIC-20260806-0056,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,170.0,0.0,0.0,170.0,170.0,0.0,cash,2,2026-08-06T10:10:14.80298+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
c0e3b772-87ad-4005-92f9-51f7bb028bda,ZIC-20260806-0057,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,120.0,0.0,0.0,120.0,120.0,0.0,cash,2,2026-08-06T10:13:25.317685+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
e6b6df15-8f97-4007-8c01-71f6fb31e188,ZIC-20260806-0058,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,230.0,0.0,0.0,230.0,230.0,0.0,cash,2,2026-08-06T10:24:36.159938+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
804d31b2-d3df-4acd-a9c1-2bcc6f81ec7a,ZIC-20260806-0059,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,210.0,0.0,0.0,210.0,210.0,0.0,cash,1,2026-08-06T10:26:33.47806+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
3b59420b-e58c-4374-b78d-9a39f0bd05bb,ZIC-20260806-0060,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,45.0,0.0,0.0,45.0,45.0,0.0,cash,3,2026-08-06T10:33:41.49513+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
457a9a7f-594d-488f-b743-37960d83e89f,ZIC-20260806-0061,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,80.0,0.0,0.0,80.0,80.0,0.0,cash,4,2026-08-06T10:39:18.694364+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
6462a613-2cc1-447b-a0e3-21687db87521,ZIC-20260806-0062,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,5.0,0.0,0.0,5.0,5.0,0.0,cash,1,2026-08-06T10:43:26.227894+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
731d1825-f68f-4c11-b6f8-505d54cffc2f,ZIC-20260806-0063,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,160.0,0.0,0.0,160.0,160.0,0.0,easypasa,2,2026-08-06T10:45:10.823028+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
b72e9224-f5ce-469f-9dde-d4ec6c18ebe3,ZIC-20260806-0064,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,40.0,0.0,0.0,40.0,40.0,0.0,cash,5,2026-08-06T10:46:22.26726+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
2b2dc0a2-a6d3-4555-bbcb-d03166f4c976,ZIC-20260806-0065,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,50.0,0.0,0.0,50.0,50.0,0.0,cash,1,2026-08-06T10:46:47.845827+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
32a48be3-b7af-4c10-a962-c9d93c940a3e,ZIC-20260806-0066,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,100.0,0.0,0.0,100.0,100.0,0.0,cash,1,2026-08-06T10:51:59.138548+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
bdfdea8e-5e72-42be-b07a-de9c2baec3ce,ZIC-20260806-0067,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,130.0,0.0,0.0,130.0,130.0,0.0,cash,2,2026-08-06T10:53:03.067224+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
13ee2332-175d-475d-b2bc-3fb6df42207a,ZIC-20260806-0068,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,360.0,0.0,0.0,360.0,360.0,0.0,cash,7,2026-08-06T11:03:31.676817+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
0c95da38-4956-40b3-acf9-a08559ce25ba,ZIC-20260806-0069,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,485.0,0.0,0.0,485.0,485.0,0.0,cash,9,2026-08-06T11:05:08.630925+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
a9b0a70d-1db0-49f0-9085-adfbc74e82b4,ZIC-20260806-0070,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,60.0,0.0,0.0,60.0,60.0,0.0,cash,1,2026-08-06T11:05:38.027801+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
29f03954-cceb-457d-bb55-06f79c342667,ZIC-20260806-0071,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,20.0,0.0,0.0,20.0,20.0,0.0,cash,4,2026-08-06T11:06:26.747865+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
fbcd7d15-69de-40c4-85d8-3aafb6fb7054,ZIC-20260806-0072,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,100.0,0.0,0.0,100.0,100.0,0.0,cash,6,2026-08-06T11:15:36.03776+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
e2bad6db-2321-47b9-863d-4ae4a7aca132,ZIC-20260806-0073,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,40.0,0.0,0.0,40.0,40.0,0.0,cash,4,2026-08-06T11:20:08.420633+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
73374f6b-7180-49af-b313-1fb15b08b181,ZIC-20260806-0074,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,25.0,0.0,0.0,25.0,25.0,0.0,cash,5,2026-08-06T11:21:22.994331+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
3fd6c3f6-1768-4d6b-82ff-9adfe6af2313,ZIC-20260806-0075,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,190.0,0.0,0.0,190.0,190.0,0.0,cash,5,2026-08-06T11:22:30.746971+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
7654d9d7-8682-4c40-ad4d-16cec41a69fc,ZIC-20260806-0076,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,300.0,0.0,0.0,300.0,300.0,0.0,cash,2,2026-08-06T11:31:08.334138+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
aea7146d-501b-496e-a13e-9942727dd940,ZIC-20260806-0077,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,300.0,0.0,50.0,250.0,250.0,0.0,cash,1,2026-08-06T11:43:01.279991+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
0ae37bc8-6ef4-45ed-a77e-90e65e65609c,ZIC-20260806-0078,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,50.0,0.0,0.0,50.0,50.0,0.0,cash,1,2026-08-06T11:45:12.114647+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
1e7c278a-5aae-4cba-b655-0ce0207f0005,ZIC-20260806-0079,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,100.0,0.0,0.0,100.0,100.0,0.0,cash,2,2026-08-06T11:45:28.687692+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
f4af6798-72d7-47fd-9ba0-43dde9d30d00,ZIC-20260806-0080,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,40.0,0.0,0.0,40.0,40.0,0.0,cash,8,2026-08-06T11:50:58.319479+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
914ac70e-aa80-4f6c-8970-680f05157e61,ZIC-20260806-0081,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,1290.0,0.0,0.0,1290.0,1290.0,0.0,cash,21,2026-08-06T12:03:48.695688+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
a9bdeb0f-eb6e-4687-86b9-5cf2aae7679c,ZIC-20260806-0082,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,320.0,0.0,0.0,320.0,320.0,0.0,cash,7,2026-08-06T12:07:31.613981+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
6d93e3b5-b2b2-4e11-9b19-53839d3f2838,ZIC-20260806-0083,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,50.0,0.0,0.0,50.0,50.0,0.0,cash,4,2026-08-06T12:08:41.984495+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
4f1698e1-214c-4c62-b3b1-399cbfc2d13b,ZIC-20260806-0084,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,1230.0,0.0,0.0,1230.0,1230.0,0.0,cash,24,2026-08-06T12:17:14.502152+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
8b207e3c-4511-41ae-b4da-2d1badb4bd33,ZIC-20260806-0085,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,50.0,0.0,0.0,50.0,50.0,0.0,cash,3,2026-08-06T12:20:48.441887+00:00,e62824eb-ce73-4828-9b80-318033d3114a,cash
