id,product_id,unit_id,unit_name,qty_in_unit,qty_in_base,kind,ref_id,user_id,user_name,notes,created_at
9ffded46-0559-41c4-a7af-9eff5be9ed1b,eae1e14b-259b-4fd3-80c9-3049edca5ba7,fdb053ed-aece-45c4-807e-53fd20b64df2,Piece,3,-3,sale,8093d270-caa7-46b9-9ada-7ffc6cca954b,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,,2026-08-06T01:32:16.335564+00:00
76a7e4b6-dcb8-4f8a-be61-12fee0babddc,382387eb-6272-4738-b2d5-3361fa6fc3ca,bc63250f-fd30-4ca2-a788-3340c09f9c89,Piece,2,-2,sale,8093d270-caa7-46b9-9ada-7ffc6cca954b,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,,2026-08-06T01:32:16.335564+00:00
e6fe7e36-c443-4a6c-bb21-39a09d480e17,f9e4c368-c027-4ef0-8368-aff156b4b9b2,26f8682b-a9f1-4f34-a18d-82af20fbdc08,Piece,2,-2,sale,d1c3b53b-dafd-45c4-a9ed-7d0646910a4d,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,,2026-08-06T02:11:34.810263+00:00
1546f4ad-3a3c-414f-9065-c8f11afb2d4f,e8d89fdc-a014-4aef-a350-286553b48eb4,8c4feed7-26bd-44b6-9720-4f26bb14bb93,Piece,2,-2,sale,d1c3b53b-dafd-45c4-a9ed-7d0646910a4d,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,,2026-08-06T02:11:34.810263+00:00
92181c02-704a-46ad-88d0-34211724e2e2,19fb2202-9dfc-4599-a043-6cb86016dcf3,15d2421f-7ec6-4110-a1e6-d3c37df25d10,Piece,2,-2,sale,d1c3b53b-dafd-45c4-a9ed-7d0646910a4d,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,,2026-08-06T02:11:34.810263+00:00
d65318b7-3e81-40aa-a169-06f25409532b,296944b9-ea79-469c-8425-f11d6e4b7eed,0ea2547b-ff52-4fd2-a713-c4c425c19caa,Half box,1,-10,sale,d1c3b53b-dafd-45c4-a9ed-7d0646910a4d,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,,2026-08-06T02:11:34.810263+00:00
8bb05aac-8b8a-4433-8963-490c69deb9be,b2fa9a08-2130-4d3b-a1f9-f39f694cc18c,f62c8014-7e26-49a7-9f35-a5eb92f1347c,Piece,5,-5,sale,6424743d-8895-4232-ad95-cf90c0bce32c,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,,2026-08-06T02:11:49.653209+00:00
8351c517-350e-4de9-ba4b-b8d2cfcb5855,5a5154d9-6994-4dee-9011-efd865af1c8f,ff8b0ab8-fd25-4bb6-aafb-a79e8e63a846,Piece,2,-2,sale,c1094400-ad30-4e51-a798-5dd61aa1e6bb,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T03:21:23.346806+00:00
1e829c5d-e223-4bf4-935e-020e853608d8,ebecba97-a5dc-432a-a675-b07992cfe188,e30bac80-5143-46a2-bc24-9d55462bcce4,Piece,1,-1,sale,05766647-2fa2-4413-83d6-6016b0a6673e,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T03:27:47.812316+00:00
3529472e-9b34-47a8-822a-e982909cdc02,3697a88c-fbc9-4741-943b-f3a0f5aa54b7,71a7d09d-62fe-4d90-90f8-3e02191961c6,Piece,1,-1,sale,e6243d6c-b1e1-4597-bdd5-009b600055a0,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T03:29:53.007354+00:00
16fc8746-2ccb-48ce-9354-59ea5c28a063,8af4077d-37f1-441f-936d-9507cb56ca9d,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,2,-2,sale,e6243d6c-b1e1-4597-bdd5-009b600055a0,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T03:29:53.007354+00:00
cd383f2d-4a02-4f18-9594-1c0727dde962,b2fa9a08-2130-4d3b-a1f9-f39f694cc18c,f62c8014-7e26-49a7-9f35-a5eb92f1347c,Piece,2,-2,sale,470a36e7-1fa0-4c8b-88ac-9d931b514cb3,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T03:42:22.040354+00:00
83f81e23-3015-41ad-8df8-d4088620077d,8af4077d-37f1-441f-936d-9507cb56ca9d,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,10,-10,sale,421be5de-8df0-481e-aec6-4d38b819f53f,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T03:55:13.573333+00:00
1713336d-6d18-43eb-94e7-e3c9a4432612,9b8a64b3-0eff-49bd-a7e9-7ae1f4c6211f,2ee97f16-83f8-4fe8-8004-f20228fc010c,piece,1,-1,sale,36ca6f8f-55b0-4f96-85dc-f9d6e63b0ee5,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T04:16:54.819476+00:00
f3019e10-1ce9-4397-a555-1c51978db0e7,6b21c075-c752-4bf7-a4c2-2a4c8441c546,289e28e9-66d0-4026-9fd4-67bfa88cb04c,Piece,1,-1,sale,36ca6f8f-55b0-4f96-85dc-f9d6e63b0ee5,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T04:16:54.819476+00:00
ec3d369e-b627-45af-bc1b-4ae9e03c150b,6dd52d25-0a25-49e9-b225-6056ac6dfce0,bf2f7933-d4c0-4a53-b162-f6074a5e5bf8,Piece,2,-2,sale,618b2a89-d122-4f7a-bb7d-3c1a22cea2f3,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T04:39:13.613858+00:00
252b904a-23db-40a4-885e-4dfc820e9f15,5bc46fc5-2561-4cfd-956b-e95a9f9320af,af57aee8-9e4a-4b2c-96b3-29e9d768b721,Piece,1,-1,sale,618b2a89-d122-4f7a-bb7d-3c1a22cea2f3,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T04:39:13.613858+00:00
becd0868-6dfc-41f3-81c2-70cf09dbbed6,a83b15c7-75d5-4457-a83b-33af4411c858,2fb8c400-d5bf-41fd-b839-d9e705c0e8e0,Piece,1,-1,sale,b4159e25-f50e-4a06-a6d6-0b7e58af7c19,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T04:43:59.437951+00:00
fbf478ea-48c1-4c1e-b214-ffbdfe6d84f8,fdc65df0-d2f4-421c-a8d7-36301c4db84f,bf1a41ca-b4d2-4417-9fd9-c774a60c54f3,Piece,1,-1,sale,cfd00073-a1f3-4253-9341-3422b5c33af2,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T04:57:54.962372+00:00
24d587dc-b726-4b6b-a7c9-1863bbdce12f,d43a6e92-5604-44fa-b95a-d7a378b93536,e707af65-3e99-49c6-83b0-d861d0ecbf1e,Piece,2,-2,sale,cfd00073-a1f3-4253-9341-3422b5c33af2,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T04:57:54.962372+00:00
37cb8289-aea3-4dc1-81ea-41c51791d9ac,af25740f-3f10-435d-88c0-a4f84dd64b0d,d03f37dc-dff5-4d8c-b8f8-7609b1a7153a,Piece,1,-1,sale,94b3e091-96c9-4c96-a0ad-f67f94f3149d,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T04:58:52.113803+00:00
bdf58f29-524f-4d54-8de1-9359cb706563,75501454-681d-4cba-b455-b3b313fbbb80,1cde4b9d-cc60-4a18-bc99-7555e62c3b49,Piece,1,-1,sale,a20bdffd-7ad3-4c57-87eb-736b8ec82913,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:17:34.820586+00:00
3c4a063f-d954-4b22-85c2-fab7a6e1aef3,53109ff7-89f7-4310-8b54-a08bcb3fe1f7,d4cf5872-cf25-4c27-99ba-efdf91572921,Piece,1,-1,sale,23659f35-b2c2-4a1b-8d92-72c2a332c3a5,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:22:15.468026+00:00
aef1ac53-f4f7-4317-88be-e19d8d575dc1,0641e502-0965-44db-bcf9-104cf2a42f37,469fcf86-77ad-4d28-ac5d-44cace081107,Piece,1,-1,sale,aaeb9f64-4689-412d-8c47-067be0219d9f,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:22:35.337385+00:00
5f201c36-cb6c-4feb-b204-d08334ea970e,fb9e7a2c-2f8e-4ac3-9a64-d92464b4d49e,074f774e-6012-4fe5-98cd-72169b6db00b,Piece,1,-1,sale,7eed2538-a41b-4b66-830f-7ee2ac2311c5,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:25:41.938613+00:00
75d2bab1-e4ac-40b0-8732-8c6ea4cada18,5d858261-9ada-44bd-ab18-e97ba65193ca,6074cb61-2048-4775-9804-016af2a08d4f,Piece,1,-1,sale,7eed2538-a41b-4b66-830f-7ee2ac2311c5,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:25:41.938613+00:00
aec0f42d-a948-41ee-8ecd-c4e54eb5c5c4,e55f9b15-e456-4841-9cb1-f57f07bf46b8,4eea30fe-1cb9-411a-84f7-1da5f5b3e6c2,Piece,1,-1,sale,7eed2538-a41b-4b66-830f-7ee2ac2311c5,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:25:41.938613+00:00
87ccd540-e80b-4db7-af03-082fce4a2c77,dda2e4c1-8873-4517-aa9a-ecac0bde1363,852283f2-89a3-4c2f-a15c-bdc982b7c311,Piece,3,-3,sale,7eed2538-a41b-4b66-830f-7ee2ac2311c5,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:25:41.938613+00:00
bdf9dabd-5321-4ac7-9424-c4fac216177a,9ff30f78-fbab-449e-bc65-893d4f9f9984,5b03001d-515e-468d-8efd-fe6e0c27aa97,Box,1,-20,sale,7eed2538-a41b-4b66-830f-7ee2ac2311c5,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:25:41.938613+00:00
617ec581-c2ac-41a1-b1cb-bf994b895f88,296944b9-ea79-469c-8425-f11d6e4b7eed,a1bc6a6f-ad8f-468b-afac-44ec8574811d,Piece,3,-3,sale,c954a85d-1709-4181-b59f-78429a3ba86d,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:29:01.485032+00:00
242ad763-cd6d-4ee3-b7af-e5356190846b,234c787c-e5e2-4047-bb07-95d114219d2e,bc7e8655-4e7a-409b-a5c5-6b9e2e262dff,Piece,1,-1,sale,9967bdf7-9a2f-46ea-b936-ba78b8a48bd8,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:35:59.295595+00:00
4718167d-0822-415a-8ac2-ff3d136ce82a,c2c96412-231a-4358-bce0-56812108d9cd,4138b755-fa84-439d-8b58-a5c673938dd0,Piece,1,-1,sale,9967bdf7-9a2f-46ea-b936-ba78b8a48bd8,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:35:59.295595+00:00
d761a7da-4cc0-4dd6-9145-78d42994e19d,296944b9-ea79-469c-8425-f11d6e4b7eed,a1bc6a6f-ad8f-468b-afac-44ec8574811d,Piece,4,-4,sale,ebe84c8e-57f3-4ad4-824b-4c86c3d146c3,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:43:38.872859+00:00
aac457b3-0019-45b3-9d79-d8783ffa5e55,86ea46f0-ada7-4089-ba74-ca14d951b2fb,1a5ddad4-afa8-43ff-9112-068db838e1d1,Piece,1,-1,sale,2019b48e-ec69-4ef1-9305-f7a0d33e74f9,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:55:18.730329+00:00
c11a394f-ab8b-48a4-93ad-ca9b10fe419c,b8114fe2-506f-4e27-ab08-c2626a8f1661,6fc0dfc4-17ef-4974-b071-1cce60c2e67a,Piece,1,-1,sale,74b93749-6466-4652-adf8-ff9d765e7e2e,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:58:58.611217+00:00
0d65f5d7-6da7-4f60-acf7-56d7781bae6a,8af4077d-37f1-441f-936d-9507cb56ca9d,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,2,-2,sale,74b93749-6466-4652-adf8-ff9d765e7e2e,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T05:58:58.611217+00:00
532ffab7-4946-4cf9-b0ff-ccdec9d7f3b6,6009f9e7-4e3f-468a-9747-f2a90c2bc207,7c0ff196-8530-453d-a609-64489abbcbcf,Piece,2,-2,sale,235435e1-2ebe-4215-94b6-ffd011385200,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:26:59.567194+00:00
9d54e146-5c9a-473f-a7da-522242d6b523,c2c96412-231a-4358-bce0-56812108d9cd,4138b755-fa84-439d-8b58-a5c673938dd0,Piece,1,-1,sale,235435e1-2ebe-4215-94b6-ffd011385200,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:26:59.567194+00:00
fc9fdef6-d4f2-422a-8070-717841607e17,174870e4-ce0b-4aa4-9be0-ff3a22efc133,5fd1acd6-c895-40a5-ae45-8c01bc47d39f,Piece,2,-2,sale,235435e1-2ebe-4215-94b6-ffd011385200,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:26:59.567194+00:00
f48e3368-47a5-4e3d-989f-1af85639c8b5,234c787c-e5e2-4047-bb07-95d114219d2e,bc7e8655-4e7a-409b-a5c5-6b9e2e262dff,Piece,1,-1,sale,235435e1-2ebe-4215-94b6-ffd011385200,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:26:59.567194+00:00
370458de-261a-4452-9918-ab77b3f3c6b8,1ef410cd-7a94-44af-b517-d8100813a45a,9c11edf3-677c-4388-941e-807919db36a3,Piece,1,-1,sale,6e0e81d0-6b96-4a4b-b657-068e483934bf,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:38:55.101723+00:00
f222901c-54ce-4314-a394-b55e693bedbc,e1c7461f-fe2c-43cc-b072-ab2fcdd767ed,610b7a9f-fa8f-480c-8da4-d5bb1121252c,Piece,1,-1,sale,6e0e81d0-6b96-4a4b-b657-068e483934bf,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:38:55.101723+00:00
eafe70ce-7b95-4d61-840c-f2f01e7b748d,685beee5-7d49-44b4-bc94-5de5f8bb99a6,071aa6c8-0343-4f9f-bf93-9ac7ac35a72d,Piece,1,-1,sale,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:46:50.371324+00:00
281a2ce3-dcb9-4c6d-a0af-35de4bbfdcd9,7b37c209-406d-41de-9343-0fae92902f40,7197978b-09a4-4b3f-ad57-936a8f9e4311,Piece,1,-1,sale,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:46:50.371324+00:00
46d9489a-0467-42b4-afc8-06bc5c406483,4c3ffc64-e3bc-4d68-8fca-21836ea0aaf3,1195b168-cb01-445b-a1f0-59b52ce5c289,Piece,1,-1,sale,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:46:50.371324+00:00
28625c85-5635-45c7-bac2-9c6b48f72cb0,aeec8327-c8e3-49ae-830d-5ae48228671a,2bc021cb-4f78-4684-ad9e-7fae8bd628d9,Piece,4,-4,sale,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:46:50.371324+00:00
f6e99e58-77d9-4232-9a8d-c2f76ff821ae,cafd1ca0-a260-4e14-b3e2-29703249797a,6d8d45cb-5490-4fe5-8922-6a1eb9d1703d,Piece,1,-1,sale,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T06:46:50.371324+00:00
0a9c6bce-80ef-4128-9ac6-68de26345b3b,b71c8677-a870-40f7-8083-7514bc778b06,b5a88c6a-82e0-4cec-8222-b9465b91e643,Piece,2,-2,sale,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:36:36.667489+00:00
1af0cea8-28f7-4626-af1d-9878c8676aa4,3687b641-5149-4ee9-b4f3-51c6aab24882,d4ec5476-ce22-456a-af04-663cde66c7fb,Piece,1,-1,sale,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:36:36.667489+00:00
801a0aae-97f9-4b29-8ba0-01d18f66eb65,dff1cf5b-43c0-4680-8382-ae8626dc47af,b7a61655-08ca-49d1-8cce-7cd80df1103d,Piece,1,-1,sale,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:36:36.667489+00:00
c0ded90c-261e-4b25-b336-0d1ba5f76ce6,9b8a64b3-0eff-49bd-a7e9-7ae1f4c6211f,2ee97f16-83f8-4fe8-8004-f20228fc010c,piece,3,-3,sale,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:36:36.667489+00:00
52de4b70-dbde-4516-9239-30d5dacecf7b,8af4077d-37f1-441f-936d-9507cb56ca9d,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,1,-1,sale,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:36:36.667489+00:00
85cca38b-5270-4696-b678-236cf809845c,234c787c-e5e2-4047-bb07-95d114219d2e,bc7e8655-4e7a-409b-a5c5-6b9e2e262dff,Piece,2,-2,sale,19c951e5-a470-49d1-91e8-0a336bb0e4b0,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:39:13.710047+00:00
3736cae5-9eb0-4ca7-86d8-f3ccbfc884e9,11e1500f-9918-4f52-b396-536cdf61732a,edc7c94c-8476-4437-a511-ac26d89b1774,Piece,2,-2,sale,a4339cd1-5ac4-4331-be81-049532868406,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:40:50.466181+00:00
2f481c58-2833-4498-abb1-c5ad1ed2df8c,d8796b4b-5314-467f-9f25-42b0d0536dc2,1083f11e-f72c-4e4e-96e3-95803ff880f7,Piece,1,-1,sale,a4339cd1-5ac4-4331-be81-049532868406,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:40:50.466181+00:00
656fd2d8-2c1a-4ed5-8cee-fab1009816db,12a811e4-5146-4507-b706-822911adc39a,8116670e-ce80-4204-9159-f51e7cbdda77,Piece,1,-1,sale,be9aed0f-a783-4bc2-80e2-26b53e63e8f9,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:48:21.759885+00:00
99cf776e-3075-43ab-9ff5-55c971917b00,d8796b4b-5314-467f-9f25-42b0d0536dc2,1083f11e-f72c-4e4e-96e3-95803ff880f7,Piece,1,-1,sale,f2dbad78-aa86-4a2d-acf0-02954725912d,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:48:51.06586+00:00
be8bea1e-3f41-4524-b24c-7c17c2d688cd,8af4077d-37f1-441f-936d-9507cb56ca9d,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,2,-2,sale,f2dbad78-aa86-4a2d-acf0-02954725912d,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:48:51.06586+00:00
4208c7b8-b59d-43d9-8c0c-4d04983fc7e9,56d5e883-e49d-4307-82ff-562afdcd1065,81d3b3a9-e65a-4bf4-9c17-a37fe061261f,Piece,1,-1,sale,f1e8fbf9-32f4-4bbb-a424-98ca01b8521b,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:49:17.85024+00:00
00b512a4-c788-489d-ac54-6150306d67a0,8af4077d-37f1-441f-936d-9507cb56ca9d,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,2,-2,sale,f1e8fbf9-32f4-4bbb-a424-98ca01b8521b,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:49:17.85024+00:00
80c76180-9e9b-4c29-845d-56775ed0a94a,e89768c3-9e0e-472e-b8fe-ca33136480e6,49d66224-083c-4065-82fa-185368c7b179,Piece,1,-1,sale,fcad941e-225b-4ff5-9f9d-6cb4754cef3f,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:55:21.066276+00:00
3f6b7d6c-dd11-4e4b-add4-d129d56252c9,5a5154d9-6994-4dee-9011-efd865af1c8f,ff8b0ab8-fd25-4bb6-aafb-a79e8e63a846,Piece,2,-2,sale,8c89b9cc-51f8-4512-b941-503dc249eba1,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:56:34.679047+00:00
67927edb-0df0-4545-b2d6-fe705c2dc29a,8af4077d-37f1-441f-936d-9507cb56ca9d,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,4,-4,sale,9b89f989-d862-42e6-a68a-b5815555f5ae,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,,2026-08-06T07:57:37.93587+00:00
