id,supplier_id,amount,method,notes,payment_date,created_by,created_by_name,created_at,session_id
81a92678-bc28-4374-9428-e9004b532a4c,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,1000,cash,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T05:01:03.367699+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
437d5881-8505-4580-b811-3616a83e2030,ec305fca-e491-4ac5-9444-068e1216c0bf,1500,cash,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T05:47:45.786725+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
fd455a19-bfa0-41bd-96d4-e86de4788018,159dbccd-1bdf-48b5-ad88-65a39d2edac5,5180,cash,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T05:53:51.231078+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
8ef965e0-e9be-49de-9f23-2523495898a0,181bdc03-389a-4557-be06-f6009d6ec978,5000,cash,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T06:19:30.016103+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
6d7b2fa0-7bf0-4ba6-8fe3-fd3e68742bf2,181bdc03-389a-4557-be06-f6009d6ec978,5410,cash,asad,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T06:19:48.247385+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
eb539f22-4780-4c22-b0db-3ff57fa2ca2a,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,1200,cash,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T07:33:33.53063+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
08ede1aa-4469-413b-a6fd-c0de2e087171,e89fdc2a-3de1-40c9-b8d3-2f9fe5014155,1220,cash,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T09:46:00.543095+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
f245d115-9940-4a0f-90dd-33f0293844a9,aa6980a4-588d-4e3c-a879-26715330a736,5450,Junaid,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T15:01:52.824764+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
a221b8cf-27de-4d5a-95c4-91becdb88b79,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,17900,Junaid,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T15:03:05.415185+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
71038474-5590-4cca-944b-6d6b72a59aa9,32f648b8-d4e9-40e6-ad09-c9aa511e4812,6500,Junaid,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T15:04:26.710585+00:00,2c77dba6-84d4-4d77-876b-b539d5aebb1c
cec49ff7-b342-499f-a9d8-edc14af87c91,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,1100,cash,,2026-08-11,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-11T03:49:50.49428+00:00,1eac2cd8-9143-470f-9174-536ba0534d2d
8f129356-8eac-4f2d-b77f-9252c0dee65f,37271187-2b67-4f43-bcf4-63330cf1e2fa,6370,cash,,2026-08-11,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-11T09:30:47.159473+00:00,059973fb-f039-42c5-901e-6c77462f7fb9
89d6aefd-3797-460f-95a0-6a94242422ca,4810fc58-8051-4c6f-ac0e-10b2b9d1f012,1880,cash,,2026-08-11,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-11T15:23:51.731847+00:00,c9fe0214-b133-414d-b64e-58831f5eb1e2
fdc49825-f5fc-42ac-8b2b-73b8127500b7,159dbccd-1bdf-48b5-ad88-65a39d2edac5,4640,cash,,2026-08-12,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-12T06:11:30.053814+00:00,1219f53e-f0f2-4d11-8bf2-3d58394d2e13
2f308ae3-adf1-4c49-94a0-49d2f7b4d33d,fbdb5edc-4dee-475d-9ea8-2f17649de1c0,750,cash,,2026-08-12,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-12T07:38:29.136289+00:00,1219f53e-f0f2-4d11-8bf2-3d58394d2e13
d7f43bbd-de5a-4cf1-ace3-96d48cad7b1a,e8a50544-5f92-47d6-8fdf-41e85d3f1ffb,1000,cash,,2026-08-12,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-12T07:38:53.47823+00:00,1219f53e-f0f2-4d11-8bf2-3d58394d2e13
b9c1912d-2000-41e2-9af8-8ca7969707b9,39d5e48b-8bf2-4834-be98-b71a8f4ab691,4500,cash,,2026-08-12,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-12T08:49:27.530676+00:00,1219f53e-f0f2-4d11-8bf2-3d58394d2e13
ad790340-a9eb-43fe-8a87-af8ad08780df,4ae3e7c6-6649-4b6a-974d-082d341c2548,1200,cash,,2026-08-12,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-12T10:08:11.838713+00:00,1219f53e-f0f2-4d11-8bf2-3d58394d2e13
bbd9e047-abb0-4d66-8856-dd5b21ecaeb4,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,14500,cash,,2026-08-12,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-12T16:59:25.226279+00:00,a5c179ea-f038-4e50-a9a7-bee6c4b2a8db
4cb78b80-e432-42fd-9729-a8207fe98c93,0351cf49-7d46-44dd-9769-cc93a797ce67,2440,cash,,2026-08-13,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-13T05:58:31.58498+00:00,91b69460-82ac-42ae-a9a8-d754a61ce42e
b13d31a7-671b-493d-adf1-ebae0b51864f,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,600,cash,,2026-08-13,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-13T08:32:41.945095+00:00,91b69460-82ac-42ae-a9a8-d754a61ce42e
59967ede-93f0-47e7-b119-009e01b437a4,6cd070c6-afa5-4ae3-8a24-b986598efbac,24500,cash,,2026-08-14,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-14T04:53:09.310772+00:00,edd13119-ddd3-41d5-a5f4-66de06387da2
112fea28-49f9-4150-8318-7629309e7705,159dbccd-1bdf-48b5-ad88-65a39d2edac5,2660,cash,,2026-08-14,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-14T06:40:05.233741+00:00,edd13119-ddd3-41d5-a5f4-66de06387da2
5d61919e-9758-49d1-b050-dbe028181ff0,4810fc58-8051-4c6f-ac0e-10b2b9d1f012,1880,cash,,2026-08-14,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-14T12:32:19.981478+00:00,edd13119-ddd3-41d5-a5f4-66de06387da2
66a2c67f-7c38-48fa-a515-cfd97ada6da8,32f648b8-d4e9-40e6-ad09-c9aa511e4812,3640,cash,,2026-08-15,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-15T04:33:48.69953+00:00,ab5186e0-6cd1-4028-867d-a976233a1458
92da916a-312e-41d3-8b41-f306c0134784,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,300,cash,,2026-08-15,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-15T04:38:29.620072+00:00,ab5186e0-6cd1-4028-867d-a976233a1458
c2d0a8c6-6717-4aea-b36e-4655dad33552,361ff01b-6588-420a-98aa-9808df77b47f,2000,cash,,2026-08-15,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-15T04:52:58.108627+00:00,d8338414-dbc5-45a9-846c-d66cdc047e92
2c183095-836a-42a8-ad2c-6354ecf6da36,8843aca5-b481-4e7b-97fa-d20a37bcc23d,1690,cash,,2026-08-15,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-15T06:54:27.785437+00:00,d8338414-dbc5-45a9-846c-d66cdc047e92
227520d8-a1ec-4e58-88b1-2d8f6a1931b8,37271187-2b67-4f43-bcf4-63330cf1e2fa,1510,cash,,2026-08-15,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-15T09:48:21.501737+00:00,d8338414-dbc5-45a9-846c-d66cdc047e92
8e5b0b99-73d7-4ec5-846a-e99ed87506f8,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,13500,cash,,2026-08-15,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-15T14:28:27.808143+00:00,d8338414-dbc5-45a9-846c-d66cdc047e92
f27ddd90-e186-4abd-968a-bf6146aa7ce7,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,4000,Junaid,,2026-08-15,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-15T14:28:38.793197+00:00,d8338414-dbc5-45a9-846c-d66cdc047e92
f9dbe16c-fe94-4f9a-b0f2-37ce0e060c95,fbdb5edc-4dee-475d-9ea8-2f17649de1c0,620,cash,,2026-08-16,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-16T06:04:22.494101+00:00,003cdfa9-2e53-4bd2-b966-e58c98e8e50e
83a5c372-ed8e-4e48-9533-3d3830d8eceb,159dbccd-1bdf-48b5-ad88-65a39d2edac5,2330,cash,,2026-08-16,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-16T06:17:03.474308+00:00,003cdfa9-2e53-4bd2-b966-e58c98e8e50e
952349a5-0ea6-480f-9e79-750829246bce,74f140db-495c-415e-a29c-011a1e0018f2,400,cash,,2026-08-16,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-16T06:33:05.040484+00:00,003cdfa9-2e53-4bd2-b966-e58c98e8e50e
c1a402ee-ed35-40a4-83a2-26702b213538,2e526ee5-46dc-4305-b5b0-f4bb45630e2c,10100,cash,,2026-08-16,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-16T07:32:02.447493+00:00,003cdfa9-2e53-4bd2-b966-e58c98e8e50e
92b98aa2-6441-491d-9495-9ac1d81e80b5,e8a50544-5f92-47d6-8fdf-41e85d3f1ffb,760,cash,,2026-08-17,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-17T03:12:58.660878+00:00,b062c998-bc7f-49b5-8665-1c7fd4724790
594e6e41-ec1d-454f-bcdf-50748fb93132,56248eb7-9945-48b5-b965-e7130cc62b41,100,cash,,2026-08-17,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-17T04:18:08.624207+00:00,3479e096-5738-47ac-93ff-548bae6864ac
23e33b4d-7093-422b-8ed0-4bc4a3f7f821,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,900,cash,,2026-08-17,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-17T06:26:00.760681+00:00,3479e096-5738-47ac-93ff-548bae6864ac
48f45f52-3372-48e9-9213-0864fffb167d,e44b4eb5-b5b9-4933-82ec-e6a137d7dc0f,7920,cash,,2026-08-17,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-17T14:05:31.270721+00:00,3479e096-5738-47ac-93ff-548bae6864ac
2d084bfb-fcf0-4994-8c54-96ca4042ada3,32f648b8-d4e9-40e6-ad09-c9aa511e4812,1260,cash,,2026-08-17,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-17T15:03:00.215313+00:00,3479e096-5738-47ac-93ff-548bae6864ac
8a068b62-a339-4834-a27f-bedb7528c8d8,fa1205c5-dffa-4041-9679-7ba46cc343c3,15750,cash,,2026-08-18,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-18T09:25:44.612402+00:00,36f9bb68-56e8-49f1-a876-47c026bf7919
3da61330-3996-4002-b0ad-ddd4347a6645,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,300,cash,,2026-08-19,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-19T06:02:15.113859+00:00,3ed912a6-97a2-463a-bb81-11fe8d738d21
f118cdc8-fac2-4c0b-a562-6a8b3aa79240,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,6240,cash,,2026-08-19,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-19T09:30:02.661487+00:00,3ed912a6-97a2-463a-bb81-11fe8d738d21
156160bf-0729-47f7-bb69-e9f61f0f6634,6eb9de4b-6fa8-4463-9eb2-51ae7fd4467e,5000,cash,,2026-08-19,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-19T14:14:58.836992+00:00,3ed912a6-97a2-463a-bb81-11fe8d738d21
b30e805e-2133-45b8-9acb-afa2f1b8835e,e44b4eb5-b5b9-4933-82ec-e6a137d7dc0f,8990,cash,,2026-08-19,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-19T14:16:17.133785+00:00,3ed912a6-97a2-463a-bb81-11fe8d738d21
52d57202-964d-42e9-ad9b-e35eb2a87f2e,6cd070c6-afa5-4ae3-8a24-b986598efbac,6770,cash,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T04:55:23.265232+00:00,c4709d91-a633-44cc-b151-e7112e75b93c
10d21cc7-b960-4b84-881b-8548862955fd,3cb9a1e8-be84-4b91-a3bc-fb00f3a89059,1440,cash,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T05:41:59.300099+00:00,c4709d91-a633-44cc-b151-e7112e75b93c
90363f61-9aa1-469b-aef0-e4b551c133d6,159dbccd-1bdf-48b5-ad88-65a39d2edac5,5300,cash,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T06:21:39.607933+00:00,c4709d91-a633-44cc-b151-e7112e75b93c
8714c7fb-7acd-4d42-8743-9e2f83a77039,ce99fffb-8a05-45cd-b6a6-bf28ffae7a5b,2320,cash,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T10:03:56.366054+00:00,c4709d91-a633-44cc-b151-e7112e75b93c
5c991e92-9f93-4012-9660-7935123f2857,0950681b-50ee-4b55-9a47-a790bcd3dfd9,21000,cash,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T14:59:16.076227+00:00,c4709d91-a633-44cc-b151-e7112e75b93c
c5b72455-c474-4495-ac00-bc7d00b41eef,0950681b-50ee-4b55-9a47-a790bcd3dfd9,5630,cash,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T14:59:58.418756+00:00,c4709d91-a633-44cc-b151-e7112e75b93c
6e15fd10-eda4-4fc7-b7dd-03db114f513d,0950681b-50ee-4b55-9a47-a790bcd3dfd9,5330,cash,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T15:38:19.190417+00:00,c4709d91-a633-44cc-b151-e7112e75b93c
c53757ef-d58b-4123-b93e-6c1bbfc501ba,0950681b-50ee-4b55-9a47-a790bcd3dfd9,21000,Junaid,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T15:38:30.656243+00:00,c4709d91-a633-44cc-b151-e7112e75b93c
a3b594f7-af03-4ea0-b6bb-06cd0a9b64e9,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,600,cash,,2026-08-21,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-21T04:08:53.701738+00:00,650612b2-7f73-4062-9d19-ddb14f3659df
dbdcb87d-a6be-4ee1-b733-c79580384a2e,0351cf49-7d46-44dd-9769-cc93a797ce67,600,cash,,2026-08-21,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-21T05:12:20.333999+00:00,d204a25a-e046-45e2-89c1-1c0c532f81f0
5d1ef86f-287b-45b7-b292-8cc934fcd834,4ae3e7c6-6649-4b6a-974d-082d341c2548,1200,cash,,2026-08-21,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-21T10:29:59.329834+00:00,d204a25a-e046-45e2-89c1-1c0c532f81f0
