id,sale_id,product_id,product_name,barcode,qty,unit_price,purchase_price,subtotal,unit_id,unit_name,qty_in_unit
77331e7e-98cc-413e-a0e5-ee482cfc1d66,8093d270-caa7-46b9-9ada-7ffc6cca954b,eae1e14b-259b-4fd3-80c9-3049edca5ba7,cheetos puffs,8964002346837,3,30.0,27.6,90.0,fdb053ed-aece-45c4-807e-53fd20b64df2,Piece,3
e7c6dcc4-275b-4198-bd4c-fb3a0f330789,8093d270-caa7-46b9-9ada-7ffc6cca954b,6eabb009-fbe6-4018-9f9e-90fbe3bdbd63,SPRITE MINT 1.5ML,5449000216854,1,210.0,166.0,210.0,6e8a956c-f49c-4535-ad7c-0d0897468117,Piece,1
1c99404c-c77e-4a14-8da9-5a1ac8cba14e,d1c3b53b-dafd-45c4-a9ed-7d0646910a4d,19fb2202-9dfc-4599-a043-6cb86016dcf3,cake up triple CHOCO.......,8964003592004,2,50.0,45.66,100.0,15d2421f-7ec6-4110-a1e6-d3c37df25d10,Piece,2
f83d4b58-6bda-4ae7-9a71-1b9477096dfc,d1c3b53b-dafd-45c4-a9ed-7d0646910a4d,f9e4c368-c027-4ef0-8368-aff156b4b9b2,Prince chocolate ,8961003614637,2,20.0,18.0,40.0,26f8682b-a9f1-4f34-a18d-82af20fbdc08,Piece,2
1484ba0d-a39a-43d6-8de0-20099194e0d4,d1c3b53b-dafd-45c4-a9ed-7d0646910a4d,e8d89fdc-a014-4aef-a350-286553b48eb4,frisky orange wafears,8965310055138,2,30.0,24.9,60.0,8c4feed7-26bd-44b6-9720-4f26bb14bb93,Piece,2
e2d8bdd7-f6cc-42fb-a803-9bc6ead15571,d1c3b53b-dafd-45c4-a9ed-7d0646910a4d,296944b9-ea79-469c-8425-f11d6e4b7eed,CAPSTAN RED,1230364618200,10,14.0,12.25,140.0,0ea2547b-ff52-4fd2-a713-c4c425c19caa,Half box,1
887a6917-943d-4263-bd4c-665e205dbaf0,6424743d-8895-4232-ad95-cf90c0bce32c,b2fa9a08-2130-4d3b-a1f9-f39f694cc18c,Surf Excel S/pack,8961014264760,5,10.0,9.1,50.0,f62c8014-7e26-49a7-9f35-a5eb92f1347c,Piece,5
20e461a0-8a43-4364-9d86-544d47858001,c1094400-ad30-4e51-a798-5dd61aa1e6bb,5a5154d9-6994-4dee-9011-efd865af1c8f,GOLD LEAF,1232097295550,2,30.0,25.0,60.0,ff8b0ab8-fd25-4bb6-aafb-a79e8e63a846,Piece,2
2b48b601-5705-4b4b-a2ae-4842b88b6114,05766647-2fa2-4413-83d6-6016b0a6673e,ebecba97-a5dc-432a-a675-b07992cfe188,DUNHILL,89600047,1,40.0,29.0,40.0,e30bac80-5143-46a2-bc24-9d55462bcce4,Piece,1
e5402cad-3232-47d4-a5d7-b59f5dd876eb,e6243d6c-b1e1-4597-bdd5-009b600055a0,3697a88c-fbc9-4741-943b-f3a0f5aa54b7,TASH,ZIC3165638027,1,40.0,25.0,40.0,71a7d09d-62fe-4d90-90f8-3e02191961c6,Piece,1
a2b6cd84-1eb0-448f-bacc-6b025eabd205,e6243d6c-b1e1-4597-bdd5-009b600055a0,8af4077d-37f1-441f-936d-9507cb56ca9d,candy,1232784048698,2,5.0,3.5,10.0,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,2
00cf5c85-da0c-49c3-9d3c-f2874c45b983,470a36e7-1fa0-4c8b-88ac-9d931b514cb3,b2fa9a08-2130-4d3b-a1f9-f39f694cc18c,Surf Excel S/pack,8961014264760,2,10.0,9.1,20.0,f62c8014-7e26-49a7-9f35-a5eb92f1347c,Piece,2
3374c58a-f070-4834-a784-42f9afb7c185,421be5de-8df0-481e-aec6-4d38b819f53f,8af4077d-37f1-441f-936d-9507cb56ca9d,candy,1232784048698,10,5.0,3.5,50.0,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,10
3ef798b5-64b8-47e1-8c84-694270a80855,36ca6f8f-55b0-4f96-85dc-f9d6e63b0ee5,9b8a64b3-0eff-49bd-a7e9-7ae1f4c6211f,Capstan White,89600078,1,15.0,12.5,15.0,2ee97f16-83f8-4fe8-8004-f20228fc010c,piece,1
95bf0926-d67c-4a13-923b-d323280b9cea,36ca6f8f-55b0-4f96-85dc-f9d6e63b0ee5,6b21c075-c752-4bf7-a4c2-2a4c8441c546,sifarish khan,1232255618481,1,30.0,25.0,30.0,289e28e9-66d0-4026-9fd4-67bfa88cb04c,Piece,1
abb405cf-acd0-4241-9030-430a93782092,618b2a89-d122-4f7a-bb7d-3c1a22cea2f3,5bc46fc5-2561-4cfd-956b-e95a9f9320af,Flamingo Injector cleaner,6959375199922,1,650.0,280.0,650.0,af57aee8-9e4a-4b2c-96b3-29e9d768b721,Piece,1
78ab1a73-15a7-47f5-9466-a27b7e2bc0bf,618b2a89-d122-4f7a-bb7d-3c1a22cea2f3,6dd52d25-0a25-49e9-b225-6056ac6dfce0,Simple Cloth,1230701754080,2,120.0,35.0,240.0,bf2f7933-d4c0-4a53-b162-f6074a5e5bf8,Piece,2
1917f3e8-8e32-44e3-a30d-8600b71cbae9,b4159e25-f50e-4a06-a6d6-0b7e58af7c19,a83b15c7-75d5-4457-a83b-33af4411c858,Auto Shine K,8961006583831,1,799.0,340.0,799.0,2fb8c400-d5bf-41fd-b839-d9e705c0e8e0,Piece,1
826dfd38-a9e4-4dd5-808e-7f87ecd53332,cfd00073-a1f3-4253-9341-3422b5c33af2,d43a6e92-5604-44fa-b95a-d7a378b93536,Lays FC,8964002345601,2,50.0,46.0,100.0,e707af65-3e99-49c6-83b0-d861d0ecbf1e,Piece,2
6d64849e-f171-420a-92e6-ef0523970667,cfd00073-a1f3-4253-9341-3422b5c33af2,fdc65df0-d2f4-421c-a8d7-36301c4db84f,Dew 300ml,8964000101254,1,90.0,65.0,90.0,bf1a41ca-b4d2-4417-9fd9-c774a60c54f3,Piece,1
9fec1974-c767-460d-90db-65caf96983ee,94b3e091-96c9-4c96-a0ad-f67f94f3149d,af25740f-3f10-435d-88c0-a4f84dd64b0d,tuc,8961003623172,1,10.0,9.06,10.0,d03f37dc-dff5-4d8c-b8f8-7609b1a7153a,Piece,1
5e401e79-138f-4406-b72e-261cf4a52823,a20bdffd-7ad3-4c57-87eb-736b8ec82913,75501454-681d-4cba-b455-b3b313fbbb80,Revive lychee,8964002344468,1,50.0,41.0,50.0,1cde4b9d-cc60-4a18-bc99-7555e62c3b49,Piece,1
71ddb38a-4abc-4f51-9381-82227f2a2068,23659f35-b2c2-4a1b-8d92-72c2a332c3a5,53109ff7-89f7-4310-8b54-a08bcb3fe1f7,BONJOUR H$ B,725765019059,1,60.0,31.0,60.0,d4cf5872-cf25-4c27-99ba-efdf91572921,Piece,1
700c6f26-54c0-4517-a7a4-ab16193f6965,aaeb9f64-4689-412d-8c47-067be0219d9f,0641e502-0965-44db-bcf9-104cf2a42f37,FRUITIEN Peach,8964000876480,1,60.0,45.0,60.0,469fcf86-77ad-4d28-ac5d-44cace081107,Piece,1
89a08b3c-5a8b-4562-9eee-f740fefd4379,7eed2538-a41b-4b66-830f-7ee2ac2311c5,9ff30f78-fbab-449e-bc65-893d4f9f9984,CAPSTAN ELITE,89601846,20,13.5,12.6,270.0,5b03001d-515e-468d-8efd-fe6e0c27aa97,Box,1
d15eaa37-123d-4ae3-9527-978cd89b6cc6,7eed2538-a41b-4b66-830f-7ee2ac2311c5,fb9e7a2c-2f8e-4ac3-9a64-d92464b4d49e,Josh ULTRA THIN,8852961021431,1,150.0,70.0,150.0,074f774e-6012-4fe5-98cd-72169b6db00b,Piece,1
1b668157-8ea7-4e08-857a-57832df3dc44,7eed2538-a41b-4b66-830f-7ee2ac2311c5,dda2e4c1-8873-4517-aa9a-ecac0bde1363,Knight Rider,8923000375966,3,50.0,35.0,150.0,852283f2-89a3-4c2f-a15c-bdc982b7c311,Piece,3
8fc0e54d-0ad1-4a20-8d01-2a9911a9842f,7eed2538-a41b-4b66-830f-7ee2ac2311c5,e55f9b15-e456-4841-9cb1-f57f07bf46b8,FRUITIEN APPLE,8964000876503,1,70.0,45.41,70.0,4eea30fe-1cb9-411a-84f7-1da5f5b3e6c2,Piece,1
158db6e4-2def-4063-9340-4a02dc2b9341,7eed2538-a41b-4b66-830f-7ee2ac2311c5,5d858261-9ada-44bd-ab18-e97ba65193ca,fruitien Red Grape ,8964000876138,1,90.0,62.08,90.0,6074cb61-2048-4775-9804-016af2a08d4f,Piece,1
6dccca4d-8a16-4fbe-9c83-9468eee2edcb,c954a85d-1709-4181-b59f-78429a3ba86d,296944b9-ea79-469c-8425-f11d6e4b7eed,CAPSTAN RED,1230364618200,3,15.0,12.1,45.0,a1bc6a6f-ad8f-468b-afac-44ec8574811d,Piece,3
228b0d61-4e83-436b-bd01-d521549040e0,9967bdf7-9a2f-46ea-b936-ba78b8a48bd8,234c787c-e5e2-4047-bb07-95d114219d2e,AQUA DIRE 0.5 Ltr,5901234039710,1,60.0,22.0,60.0,bc7e8655-4e7a-409b-a5c5-6b9e2e262dff,Piece,1
9885f88a-7e23-4bcb-9db7-c712c495415e,9967bdf7-9a2f-46ea-b936-ba78b8a48bd8,c2c96412-231a-4358-bce0-56812108d9cd,Murree Sparkletts,1860201136811,1,60.0,36.6,60.0,4138b755-fa84-439d-8b58-a5c673938dd0,Piece,1
eb81c093-59e8-4d3e-b78f-7414061aa2f1,ebe84c8e-57f3-4ad4-824b-4c86c3d146c3,296944b9-ea79-469c-8425-f11d6e4b7eed,CAPSTAN RED,1230364618200,4,15.0,12.1,60.0,a1bc6a6f-ad8f-468b-afac-44ec8574811d,Piece,4
da3bf3ee-5526-4ce5-b33b-45a48d5247dc,2019b48e-ec69-4ef1-9305-f7a0d33e74f9,86ea46f0-ada7-4089-ba74-ca14d951b2fb,Osaka tape,1236323735131,1,60.0,25.0,60.0,1a5ddad4-afa8-43ff-9112-068db838e1d1,Piece,1
c66fb0ea-d192-49e2-8413-062c6c872610,74b93749-6466-4652-adf8-ff9d765e7e2e,b8114fe2-506f-4e27-ab08-c2626a8f1661,SPOUT LOTTE STWABRY,671866277730,1,60.0,46.0,60.0,6fc0dfc4-17ef-4974-b071-1cce60c2e67a,Piece,1
125ed8ec-d712-4da4-897b-57e0395c9ab9,74b93749-6466-4652-adf8-ff9d765e7e2e,8af4077d-37f1-441f-936d-9507cb56ca9d,candy,1232784048698,2,5.0,3.5,10.0,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,2
a22142e8-4b7e-4bea-8911-fa603232bcbf,235435e1-2ebe-4215-94b6-ffd011385200,6009f9e7-4e3f-468a-9747-f2a90c2bc207,dayfresh strawberry,8964000816493,2,150.0,97.5,300.0,7c0ff196-8530-453d-a609-64489abbcbcf,Piece,2
4da97554-375a-4bd5-9f4e-544ebbb0626a,235435e1-2ebe-4215-94b6-ffd011385200,174870e4-ce0b-4aa4-9be0-ff3a22efc133,cappy pulpy,87126754,2,150.0,113.75,300.0,5fd1acd6-c895-40a5-ae45-8c01bc47d39f,Piece,2
36cb8a0f-137a-469c-9638-3cb22e2eac49,235435e1-2ebe-4215-94b6-ffd011385200,234c787c-e5e2-4047-bb07-95d114219d2e,AQUA DIRE 0.5 Ltr,5901234039710,1,60.0,22.0,60.0,bc7e8655-4e7a-409b-a5c5-6b9e2e262dff,Piece,1
8f80f062-f9df-43cc-b723-8df87025f440,235435e1-2ebe-4215-94b6-ffd011385200,c2c96412-231a-4358-bce0-56812108d9cd,Murree Sparkletts,1860201136811,1,60.0,36.6,60.0,4138b755-fa84-439d-8b58-a5c673938dd0,Piece,1
00cf8f7b-a86e-4925-93f6-f9839069bf38,6e0e81d0-6b96-4a4b-b657-068e483934bf,1ef410cd-7a94-44af-b517-d8100813a45a,DONUT,8961014017564,1,100.0,91.16,100.0,9c11edf3-677c-4388-941e-807919db36a3,Piece,1
33c0840e-089d-4f74-8dd5-ed7fe19360eb,6e0e81d0-6b96-4a4b-b657-068e483934bf,e1c7461f-fe2c-43cc-b072-ab2fcdd767ed,olper pack,8964000919934,1,100.0,85.0,100.0,610b7a9f-fa8f-480c-8da4-d5bb1121252c,Piece,1
180585ca-0cec-4819-95d3-c24a49c3d967,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,685beee5-7d49-44b4-bc94-5de5f8bb99a6,COKE 350ML,42117131,1,90.0,67.0,90.0,071aa6c8-0343-4f9f-bf93-9ac7ac35a72d,Piece,1
a88c63b7-be6d-4f14-acd7-230e1a623879,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,cafd1ca0-a260-4e14-b3e2-29703249797a,Rahat 1-2,4985925672784,1,35.0,20.88,35.0,6d8d45cb-5490-4fe5-8922-6a1eb9d1703d,Piece,1
d281939a-b908-412a-9d7b-00cbf4f48be7,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,4c3ffc64-e3bc-4d68-8fca-21836ea0aaf3,Party pik,8964004770685,1,50.0,46.0,50.0,1195b168-cb01-445b-a1f0-59b52ce5c289,Piece,1
7b216b4e-42d8-45e5-9735-9c6120b34e21,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,7b37c209-406d-41de-9343-0fae92902f40,ANAR 1.5L,8964001179504,1,180.0,130.0,180.0,7197978b-09a4-4b3f-ad57-936a8f9e4311,Piece,1
62269649-7a1b-4dc7-bed1-277fbb64de04,870fcf55-44a7-4fbb-a94a-d23c9e40edc3,aeec8327-c8e3-49ae-830d-5ae48228671a,DISPOSIBLE GLASS,1233763958519,4,5.0,1.7,20.0,2bc021cb-4f78-4684-ad9e-7fae8bd628d9,Piece,4
35b47e9d-2339-416a-8989-4cfa8fe173a7,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,3687b641-5149-4ee9-b4f3-51c6aab24882,Slanty Jalapeno,671866117593,1,50.0,46.25,50.0,d4ec5476-ce22-456a-af04-663cde66c7fb,Piece,1
c21cfabf-7824-4384-9a4d-c78e7914b059,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,dff1cf5b-43c0-4680-8382-ae8626dc47af,lifeboy,8961014270624,1,10.0,9.0,10.0,b7a61655-08ca-49d1-8cce-7cd80df1103d,Piece,1
f1429a83-aff9-444a-9391-f83a6f0ededd,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,b71c8677-a870-40f7-8083-7514bc778b06,pantene,8001841918570,2,5.0,4.5,10.0,b5a88c6a-82e0-4cec-8222-b9465b91e643,Piece,2
53ab4d11-e6db-4da0-821e-63f290722c51,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,9b8a64b3-0eff-49bd-a7e9-7ae1f4c6211f,Capstan White,89600078,3,15.0,12.5,45.0,2ee97f16-83f8-4fe8-8004-f20228fc010c,piece,3
101d9c16-aa30-4085-8f20-f00db4837f13,71242b19-9baa-4f1c-a4a9-9bfb352edfaa,8af4077d-37f1-441f-936d-9507cb56ca9d,candy,1232784048698,1,5.0,3.5,5.0,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,1
9ef5f360-d0e6-4393-91af-2c75564ee4ab,19c951e5-a470-49d1-91e8-0a336bb0e4b0,234c787c-e5e2-4047-bb07-95d114219d2e,AQUA DIRE 0.5 Ltr,5901234039710,2,60.0,22.0,120.0,bc7e8655-4e7a-409b-a5c5-6b9e2e262dff,Piece,2
8217914d-f898-43a8-8c79-7476b0f97fa4,a4339cd1-5ac4-4331-be81-049532868406,11e1500f-9918-4f52-b396-536cdf61732a,Face Mask,1230577825976,2,10.0,5.0,20.0,edc7c94c-8476-4437-a511-ac26d89b1774,Piece,2
1215b2d6-d458-45e0-ae3b-baaad8c02ca3,a4339cd1-5ac4-4331-be81-049532868406,d8796b4b-5314-467f-9f25-42b0d0536dc2,SPOUT PEPPERMINT,671866277716,1,60.0,46.0,60.0,1083f11e-f72c-4e4e-96e3-95803ff880f7,Piece,1
dee85375-09dd-468b-bd5b-990ccfa38066,be9aed0f-a783-4bc2-80e2-26b53e63e8f9,12a811e4-5146-4507-b706-822911adc39a,WATER NEXT,8964001179641,1,110.0,61.66,110.0,8116670e-ce80-4204-9159-f51e7cbdda77,Piece,1
0e0ce830-d78e-4cee-b52d-6cbb025f32ca,f2dbad78-aa86-4a2d-acf0-02954725912d,d8796b4b-5314-467f-9f25-42b0d0536dc2,SPOUT PEPPERMINT,671866277716,1,60.0,46.0,60.0,1083f11e-f72c-4e4e-96e3-95803ff880f7,Piece,1
484d7fdf-38f9-40db-aaa7-10fa0f301627,f2dbad78-aa86-4a2d-acf0-02954725912d,8af4077d-37f1-441f-936d-9507cb56ca9d,candy,1232784048698,2,5.0,3.5,10.0,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,2
d5ff8203-5eb4-4072-9217-7ad0151a6069,f1e8fbf9-32f4-4bbb-a424-98ca01b8521b,56d5e883-e49d-4307-82ff-562afdcd1065,VIVA ICE,725765800428,1,40.0,24.0,40.0,81d3b3a9-e65a-4bf4-9c17-a37fe061261f,Piece,1
ed52e61a-707c-4889-8444-6073567c004b,f1e8fbf9-32f4-4bbb-a424-98ca01b8521b,8af4077d-37f1-441f-936d-9507cb56ca9d,candy,1232784048698,2,5.0,3.5,10.0,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,2
b371796a-2634-4a9f-b848-08d2901eafed,fcad941e-225b-4ff5-9f9d-6cb4754cef3f,e89768c3-9e0e-472e-b8fe-ca33136480e6,lemon max pouch,8886950099514,1,225.0,200.0,225.0,49d66224-083c-4065-82fa-185368c7b179,Piece,1
55e51254-a637-48dc-98c3-241c6a5c384d,8c89b9cc-51f8-4512-b941-503dc249eba1,5a5154d9-6994-4dee-9011-efd865af1c8f,GOLD LEAF,1232097295550,2,30.0,25.0,60.0,ff8b0ab8-fd25-4bb6-aafb-a79e8e63a846,Piece,2
a0d37f03-f900-4a88-b2e7-93a356d1a57e,9b89f989-d862-42e6-a68a-b5815555f5ae,8af4077d-37f1-441f-936d-9507cb56ca9d,candy,1232784048698,4,5.0,3.5,20.0,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,4
085fdcf8-564b-478d-abc4-65a215a5409c,ed773ad1-ec4b-4078-9f53-de8b8ea78e4c,6b21c075-c752-4bf7-a4c2-2a4c8441c546,sifarish khan,1232255618481,1,30.0,25.0,30.0,289e28e9-66d0-4026-9fd4-67bfa88cb04c,Piece,1
74a8e023-61be-405f-ac71-2cb95e98ed43,844e736c-37d0-4e7f-aef6-ddb0a4f15caf,382387eb-6272-4738-b2d5-3361fa6fc3ca,Potato Sticks,671866277501,1,50.0,46.25,50.0,bc63250f-fd30-4ca2-a788-3340c09f9c89,Piece,1
bebf9584-4906-4f0d-a87e-264819ab76c2,844e736c-37d0-4e7f-aef6-ddb0a4f15caf,f844d6a6-b548-40f2-9e64-401dbf792669,COCOBLISS,6156294526758,1,20.0,8.75,20.0,cc0ab773-60ca-474e-9b24-a813f5b931c6,Piece,1
cec1e7fc-23f8-4ac4-9acc-50d76a02462a,437313f2-8ebe-4acb-95e4-ba2861b77d38,9b8a64b3-0eff-49bd-a7e9-7ae1f4c6211f,Capstan White,89600078,6,15.0,12.5,90.0,2ee97f16-83f8-4fe8-8004-f20228fc010c,piece,6
0c279fef-b1c7-4e50-b372-63499adc2dde,437313f2-8ebe-4acb-95e4-ba2861b77d38,8af4077d-37f1-441f-936d-9507cb56ca9d,candy,1232784048698,2,5.0,3.5,10.0,7534df49-d891-461a-8b69-7d03cb9ce755,Piece,2
0ceae115-8e15-4a57-9a66-2f14d543bfca,b5c65470-4c34-45b8-8186-4963d94c6f03,9b8a64b3-0eff-49bd-a7e9-7ae1f4c6211f,Capstan White,89600078,2,15.0,12.5,30.0,2ee97f16-83f8-4fe8-8004-f20228fc010c,piece,2
83abe9ae-ebef-40eb-82b0-ae2ad915f182,b5d1359c-374d-48a2-a637-34b56af1c95a,1c91b62f-76cc-43d7-ab13-5277ec733050,FV mangos,8961008212883,2,450.0,407.75,900.0,bf253513-d4f7-44dd-b5dd-5f56f80a4d10,Piece,2
d8be5360-bb23-41ff-805a-7f9c1bec9a87,b5d1359c-374d-48a2-a637-34b56af1c95a,aeec8327-c8e3-49ae-830d-5ae48228671a,DISPOSIBLE GLASS,1233763958519,2,5.0,1.7,10.0,2bc021cb-4f78-4684-ad9e-7fae8bd628d9,Piece,2
4e11cde0-7552-44ad-8a51-681f243d22de,400fbdba-c245-4683-8246-8506a2c8f4af,2c73a736-486c-4dbf-8528-fe9ce200d4e8,COCA COLA 1.5L,5449000051981,1,210.0,164.0,210.0,3970e731-82d1-42c7-95be-861d4545f819,Piece,1
698364b3-fbea-4db3-b1c3-8169a391df94,400fbdba-c245-4683-8246-8506a2c8f4af,aeec8327-c8e3-49ae-830d-5ae48228671a,DISPOSIBLE GLASS,1233763958519,2,5.0,1.7,10.0,2bc021cb-4f78-4684-ad9e-7fae8bd628d9,Piece,2
a4a764f9-7ab1-4be4-aee8-8159f7312d01,f08db364-cc5f-4677-9215-3c1285f7628d,476d8225-51e1-4af5-bf14-f3c396168654,digestive,8965310054971,1,250.0,213.0,250.0,68e77c5a-945f-48c1-859b-6aa663828fc0,Piece,1
a6549d22-36f7-46b7-8c91-075a7196503d,41f9274e-de15-45a7-bc1a-c9059bdf2070,b670459a-e326-4490-bf85-c717dd6912df,SLICE APPLE,8964000103104,1,80.0,43.4,80.0,962458d9-d8a4-496e-b26d-a36295416f95,Piece,1
54c9ebf3-43cb-4e19-89b2-3d0c16f6b1d8,b2a2e613-aeaf-414e-9524-698a8ad2d102,5a5154d9-6994-4dee-9011-efd865af1c8f,GOLD LEAF,1232097295550,20,25.0,24.5,500.0,38175889-2f66-461f-8e62-69907628ca63,Box,1
b6b9113c-8d5d-4a40-a55b-68e22b3d8e2c,b2a2e613-aeaf-414e-9524-698a8ad2d102,d43a6e92-5604-44fa-b95a-d7a378b93536,Lays FC,8964002345601,1,50.0,46.0,50.0,e707af65-3e99-49c6-83b0-d861d0ecbf1e,Piece,1
eee99977-99a0-4d86-84c5-041e333bf35d,2838223d-062a-4ace-861c-6eea4fb41948,5a5154d9-6994-4dee-9011-efd865af1c8f,GOLD LEAF,1232097295550,2,30.0,25.0,60.0,ff8b0ab8-fd25-4bb6-aafb-a79e8e63a846,Piece,2
1a23ff31-bc3e-43c5-88f8-9ad370026b34,72273ecd-1984-4389-ae27-4a59a89ec7f1,dc6c043a-aee3-44fe-9e69-206f74154f8b,luster rose,9812121221155,2,20.0,5.0,40.0,89eadc6e-2039-4466-85cb-2bd8ef56c0c7,Piece,2
