id,product_id,unit_id,system_stock,physical_stock,difference,cost_price,cost_impact,notes,created_by,created_at,status,created_by_name,reviewed_by,reviewed_by_name,reviewed_at,review_notes,applied_at
8fdeb4ec-ec83-4ef6-8efa-a74049635352,b2fa9a08-2130-4d3b-a1f9-f39f694cc18c,f62c8014-7e26-49a7-9f35-a5eb92f1347c,6,0,-6,9.1,-54.599999999999994,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-10T13:51:30.745901+00:00,pending,Asad,,,,,
82effacb-921a-44eb-9d89-83b72c5420dd,d8f89ad3-02ac-4798-bd1b-2d1d17aa2b54,052b3a03-75fd-4be6-97f3-c90634e0f3df,41,0,-41,3,-123,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-10T14:02:24.609371+00:00,pending,Asad,,,,,
2a27ea23-b116-4d1a-ac2f-33ae58a233eb,8c7f6d6a-e322-4288-a670-4414a8a98916,b74ab95f-e6b2-4273-aabd-fb4a21df03a1,3,0,-3,65,-195,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-12T06:11:55.750059+00:00,pending,Asad,,,,,
66cc12b4-14fc-441d-bc82-7283fb1e790b,b8114fe2-506f-4e27-ab08-c2626a8f1661,6fc0dfc4-17ef-4974-b071-1cce60c2e67a,24,0,-24,46,-1104,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-12T08:49:59.311242+00:00,pending,Asad,,,,,
8aa615cd-66a7-43d7-9b0e-3127a118bb61,d8796b4b-5314-467f-9f25-42b0d0536dc2,1083f11e-f72c-4e4e-96e3-95803ff880f7,27,0,-27,46,-1242,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-12T08:51:10.076534+00:00,pending,Asad,,,,,
1a42f3a6-791d-44f8-8bd0-f0e3f961d422,44f948a7-dfee-400d-8118-6be56a359129,9fb90044-760d-4926-bdc8-deca0e5e9880,1,0,-1,93.18,-93.18,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-14T05:00:08.490541+00:00,pending,Asad,,,,,
f1c5c925-cd87-4919-ac54-c9451f59ba0d,f4c0439f-a023-4989-995f-cdda01ed18ba,a85255f1-fb2f-482a-9d2e-8886ab9b1f92,5,0,-5,45.5,-227.5,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-14T05:06:09.516684+00:00,pending,Asad,,,,,
e5f0234b-b7ca-43d4-8ec0-d91d6f9db178,3f5cee21-a933-407b-9a6a-6daf3ac36e75,6cf35150-fa6e-4af5-9c23-b44badc0b7b6,7,0,-7,45.8,-320.59999999999997,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-14T05:06:41.871233+00:00,pending,Asad,,,,,
c8cd7af8-fa21-487e-9e9d-4e92be1047d2,93379316-dccb-444f-9d95-131228d6cf0f,8405e14b-806f-477f-9f05-dc9572eb9b3d,7,0,-7,31,-217,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-14T05:07:47.953153+00:00,pending,Asad,,,,,
b8f586af-aae0-4c93-b11d-01f20dbca3cb,11975fa1-f050-46e8-b0d5-83427794f425,75c16be8-627b-4a4a-a730-fe3ef81b9530,14,0,-14,45,-630,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-14T05:11:27.307335+00:00,pending,Asad,,,,,
f156c820-a448-4ac0-a247-267e38fd0c72,514d46ef-9706-43e2-98e7-dce570579f6c,1a8b83aa-3bdd-4f01-9033-54e7e2048ccd,14,0,-14,63.5,-889,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-14T05:17:42.3256+00:00,pending,Asad,,,,,
678c1e20-3e76-491a-8b0a-efa89ab2c97e,e013e4aa-25b4-476d-982d-2840bb72e016,fb2d2514-4702-4a80-a90f-ee81eab56b9d,2,0,-2,190,-380,OO,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-14T12:18:03.499349+00:00,pending,Asad,,,,,
3c042a75-bcee-4fe4-9ac4-20ae6907824b,bdfbec09-02b6-43e1-834e-c6f25f2250da,1a65cdb6-05dd-4c13-8555-642c6262bc4e,-124,26,150,20,3000,NB,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-14T12:34:20.213902+00:00,pending,Asad,,,,,
5129fdb3-92d8-4f76-b05b-e172357c9d34,f94c1b12-9657-4f9e-ba99-523f009eafaa,02b6b4a6-560e-408d-b383-98ec473aef38,55,0,-55,63.33,-3483.15,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-18T05:53:07.883343+00:00,pending,Asad,,,,,
03ea447f-ade0-4c24-91da-58574a6db710,b2fa9a08-2130-4d3b-a1f9-f39f694cc18c,f62c8014-7e26-49a7-9f35-a5eb92f1347c,10,0,-10,9.1,-91,bh,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-19T14:06:24.095391+00:00,pending,Asad,,,,,
b01afd56-8349-44a1-a04e-f883f2e39bec,c3551759-c1ef-47f5-b230-77bce4c2f476,65d64d63-9e6f-4416-9618-7a79123a69a1,3,0,-3,9.17,-27.509999999999998,",lk",62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-19T14:07:01.521595+00:00,pending,Asad,,,,,
c1eadb2b-38c9-4c5a-ab5b-8ad9550776e6,403ea510-fb07-48bc-a730-8f1f2391b3be,7b817808-9ae8-4d8f-9f89-3f3e11cfe183,-20,0,20,105.8,2116,hh,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-19T14:07:33.848899+00:00,pending,Asad,,,,,
16f59869-a926-4169-88fc-278adec6eadf,89f084ac-a196-47fb-8e25-4e4bd3160c50,24a9904c-bbbb-433e-b85c-bc70707d653c,-3,0,3,73,219,g,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-19T14:08:01.43443+00:00,pending,Asad,,,,,
4f2ef69e-4a8e-43d7-9e7c-a9b75e1a1f01,15759843-d0b3-4b6c-b04d-0df26ea4f799,56dd3a1b-f5e7-4f7a-97ee-0c58b100102c,1,0,-1,146,-146,io,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-19T14:10:33.405717+00:00,pending,Asad,,,,,
121a4bde-86b4-4944-9ee7-27f4b46805c3,3f7934a0-0b96-4a05-a2ef-22b01f6f6389,75cf28b1-c147-43e7-afde-8bc91ffc4e43,4,0,-4,65,-260,h,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-19T14:11:19.81039+00:00,pending,Asad,,,,,
9bb090e4-550d-4cbf-8fde-64a18bd7e8d1,389eaf05-e49d-4e85-b750-13f08ef11037,8e469a57-7279-4562-b389-e2a350bca58c,9,0,-9,92.29,-830.61,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T04:57:10.675802+00:00,pending,Asad,,,,,
20b587be-7666-452f-8389-0283cbb6c580,5c6d4d3f-05ec-41c5-a62e-de8e160f6fb6,de26888e-9afa-4263-80f7-ec7794c53e66,5,0,-5,63.5,-317.5,l,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T05:00:24.666885+00:00,pending,Asad,,,,,
df40b5ce-1d55-443f-8768-e27d955f4416,3ec91c94-8be1-4717-8435-6bcd92070dc1,b6e97872-e4be-4158-b9ca-3adb4c7c05e7,-64,0,64,86.1,5510.4,jhhj,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:07:49.598943+00:00,pending,Asad,,,,,
24e18996-9200-4355-be50-fe37205a50e9,1ef410cd-7a94-44af-b517-d8100813a45a,9c11edf3-677c-4388-941e-807919db36a3,-2,0,2,91.16,182.32,vb,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:10:22.207933+00:00,pending,Asad,,,,,
9f0b2cfb-d67b-40d0-aeb9-b50737d66a8f,62f3a9b1-fb67-4495-bd09-f0a876b2e270,9db1ab6a-92c6-4527-b2ed-1e2847c60d09,-30,0,30,77,2310,bnn,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:11:09.341549+00:00,pending,Asad,,,,,
29ac46f2-ebfb-460b-b244-be47b7a248bb,9f61e160-7af9-471d-87df-a7c46405286f,15b2f430-290d-46a5-870b-99d701ce42b7,-25,0,25,34,850,fff,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:11:28.201282+00:00,pending,Asad,,,,,
24b6b799-af4e-4d2d-9d2a-d67965abff25,3924554b-5814-4562-a3ec-7f66adb50ac1,a41f7566-8730-4ec0-bf2c-f8df86d70092,17,0,-17,253.97,-4317.49,ghfgh,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:12:32.489959+00:00,pending,Asad,,,,,
97e10b21-0df8-4156-8e29-4f552f916baa,6c6ccff1-14e0-4b77-884d-ac35c4441fbd,486c4a3e-978a-4702-95e2-9d661806f528,23,0,-23,44.08,-1013.8399999999999,gg,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:14:08.214202+00:00,pending,Asad,,,,,
6112bb4d-9726-4072-8105-fcacf2e859c0,e76e19e5-ca3c-4ff3-b7b7-4949885b860e,a4fb8af0-18c1-4dc5-a88a-59255effa804,-29,0,29,40,1160,jhh,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:14:51.589358+00:00,pending,Asad,,,,,
2288d67b-e9f7-4686-bdd1-93e5e317509c,3e5b2347-cad4-4573-ae1d-122c611fb125,ef191681-8765-4a72-b543-9cff19c60167,-23,0,23,32,736,hhh,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:15:52.590927+00:00,pending,Asad,,,,,
8548930f-c9ef-4fcd-8d39-89176ffb291c,0084bf1f-7beb-4c04-9848-2ce0fa28b44e,648aa092-3ee6-4c96-87c6-5610d6e3e4dc,-10,0,10,77.55,775.5,dfdv,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:20:58.78347+00:00,pending,Asad,,,,,
7d7181b5-f39b-4509-9828-3ec671666362,9dfba812-5973-41a4-86e5-028f3a56ef0b,63e2c6a3-1a94-46fb-a0d4-db8bda413979,-1,0,1,360,360,fgfg,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:21:20.954282+00:00,pending,Asad,,,,,
f953bfac-bde9-4a22-b8b8-f3a13683d3e6,e768d957-81b0-45b3-90f7-623b058d3c71,6d9dffdf-670e-4b99-a124-67c5ee408a7e,-1,0,1,850,850,jgh,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:22:49.105161+00:00,pending,Asad,,,,,
12d72f17-5ab1-415f-89e6-a7916a2b6cb5,ebaad222-dc4f-4b0e-813d-34b46a43bdd6,d4cdbb07-35fe-4ead-aa6d-66aaa1e207f6,-32,0,32,28.5,912,g,62c5814c-09e6-4583-874d-c3660ce3283f,2026-08-20T15:23:36.690851+00:00,pending,Asad,,,,,
