id,supplier_id,bill_no,amount,description,purchase_date,created_by,created_by_name,created_at
a05bc405-40ef-473c-b3e6-814922a65799,4810fc58-8051-4c6f-ac0e-10b2b9d1f012,,1260,,2026-08-09,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-09T09:24:24.403697+00:00
d4d783f5-0bd3-44c6-807d-a997badab4f6,6ef63ff5-f288-4691-ac44-472ec8b15aa1,,4990,,2026-08-09,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-09T11:39:02.328831+00:00
0b0cb79c-4f6c-4d27-a431-113c32fb3d8d,0950681b-50ee-4b55-9a47-a790bcd3dfd9,,23760,,2026-08-09,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-09T15:40:08.54194+00:00
dcd7353e-7cbf-4a20-bbca-92f292930699,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,,1000,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T05:00:54.068726+00:00
ceee498c-fa44-4568-89cd-4f087504c89d,ec305fca-e491-4ac5-9444-068e1216c0bf,,1500,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T05:47:38.142875+00:00
11416260-f42c-47c5-aaea-77616cad0ef9,159dbccd-1bdf-48b5-ad88-65a39d2edac5,,5180,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T05:53:44.817003+00:00
6518d7d0-3a99-4c5d-b22d-ebeee8f83d5b,181bdc03-389a-4557-be06-f6009d6ec978,,10410,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T06:19:22.72878+00:00
031a4590-7395-4f67-ad94-b5a92fbc5c5a,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,,1200,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T07:33:28.521861+00:00
1fa18d5f-259b-46d1-bc08-8562e000784c,e89fdc2a-3de1-40c9-b8d3-2f9fe5014155,,1220,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T09:45:54.113027+00:00
0e3ccc1f-007b-40b3-a8bd-46b0e66ff9d2,aa6980a4-588d-4e3c-a879-26715330a736,,5450,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T15:01:33.960782+00:00
8b0fb4d8-3d54-459c-9b3a-2b740120868c,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,,17900,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T15:02:56.044789+00:00
5f9c09da-0c32-4b8b-aa56-8b0b2cde856d,32f648b8-d4e9-40e6-ad09-c9aa511e4812,,6500,,2026-08-10,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-10T15:03:31.663302+00:00
9cc3e495-0be0-4b97-aa67-2f0b6ac37fd4,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,,1100,,2026-08-11,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-11T03:49:44.099807+00:00
92ac3668-6f30-49d6-9dff-91219b6b3918,37271187-2b67-4f43-bcf4-63330cf1e2fa,,6370,,2026-08-11,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-11T09:30:37.437434+00:00
e2053d86-b8be-4839-805f-c044f4fd0096,4810fc58-8051-4c6f-ac0e-10b2b9d1f012,,1880,,2026-08-11,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-11T15:23:43.906599+00:00
48d1c539-c668-4a14-ae04-106d616dd203,159dbccd-1bdf-48b5-ad88-65a39d2edac5,,4640,,2026-08-12,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-12T06:11:22.473497+00:00
d961ae48-e7d0-491d-805b-4c8c35fc3d63,fbdb5edc-4dee-475d-9ea8-2f17649de1c0,,750,,2026-08-12,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-12T07:38:22.950178+00:00
468a3fb6-152b-49d6-b7ca-e6f51617f0cb,39d5e48b-8bf2-4834-be98-b71a8f4ab691,,4500,,2026-08-12,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-12T08:49:20.879161+00:00
29ac8365-eb3d-4303-a5e2-dbcf3192c48c,4ae3e7c6-6649-4b6a-974d-082d341c2548,,1200,,2026-08-12,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-12T10:08:03.864839+00:00
32a95543-8d14-48eb-b85f-be8d18a59baf,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,,14500,,2026-08-12,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-12T16:59:15.043052+00:00
394db5d8-9975-4c93-8240-c7ae8c780e19,0351cf49-7d46-44dd-9769-cc93a797ce67,,2440,,2026-08-13,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-13T05:58:25.581098+00:00
fafdb798-3fd3-4ecf-8d0c-f31d8c0ec934,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,,600,,2026-08-13,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-13T08:32:35.015638+00:00
b2ad9fcb-0c72-4a66-8662-800879bff8db,6cd070c6-afa5-4ae3-8a24-b986598efbac,,24500,,2026-08-14,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-14T04:52:55.934918+00:00
80dad7ea-aeca-4b79-a2ef-f30c24718760,159dbccd-1bdf-48b5-ad88-65a39d2edac5,,2660,,2026-08-14,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-14T06:39:58.825273+00:00
1f93d0a4-c0fb-4ff7-922f-918f343ab968,4810fc58-8051-4c6f-ac0e-10b2b9d1f012,,1880,,2026-08-14,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-14T12:32:11.805198+00:00
eb676f74-9c29-40c0-9856-fd65108ef1f5,32f648b8-d4e9-40e6-ad09-c9aa511e4812,,3640,,2026-08-15,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-15T04:33:41.527212+00:00
4fb04278-9922-49e0-a35a-fbba90be0a90,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,,300,,2026-08-15,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-15T04:38:24.014452+00:00
5d8182a0-0502-47dd-8320-807bad0e4a00,361ff01b-6588-420a-98aa-9808df77b47f,,2000,,2026-08-15,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-15T04:52:50.412779+00:00
b262a007-83af-42b4-b4d4-4f98416783e8,8843aca5-b481-4e7b-97fa-d20a37bcc23d,,1690,,2026-08-15,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-15T06:54:19.373975+00:00
52631c1d-37b4-4274-8f58-6d51a2abdbd6,37271187-2b67-4f43-bcf4-63330cf1e2fa,,1510,,2026-08-15,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-15T09:48:13.772763+00:00
09a59927-7842-47cd-b203-3519856f8a82,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,,17470,,2026-08-15,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-15T14:28:16.706053+00:00
73c19abc-fd06-45f6-8579-1287be418c32,fbdb5edc-4dee-475d-9ea8-2f17649de1c0,,620,,2026-08-16,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-16T06:04:15.047719+00:00
7ae0a9e4-6ae8-47af-ba95-8d5c81e6fa5c,159dbccd-1bdf-48b5-ad88-65a39d2edac5,,2330,,2026-08-16,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-16T06:16:57.313271+00:00
79b669b6-53f9-4c40-8bcc-3e771b695b0f,74f140db-495c-415e-a29c-011a1e0018f2,,400,,2026-08-16,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-16T06:32:58.598848+00:00
f5ea3b9e-a50f-4454-9163-979ac5acd50a,2e526ee5-46dc-4305-b5b0-f4bb45630e2c,,10100,,2026-08-16,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-16T07:31:55.731314+00:00
a92ce6ec-2465-404a-ab2d-e85d0b434774,56248eb7-9945-48b5-b965-e7130cc62b41,,100,,2026-08-17,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-17T04:18:03.031275+00:00
a132a330-a78d-4680-9c56-0b23206df512,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,,900,,2026-08-17,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-17T06:25:56.347837+00:00
efe3d48e-a8e4-4b61-b5f4-9845f2468407,e44b4eb5-b5b9-4933-82ec-e6a137d7dc0f,,7920,,2026-08-17,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-17T14:05:25.175755+00:00
2909b79e-7805-482f-bbcc-5a67f842d1d8,32f648b8-d4e9-40e6-ad09-c9aa511e4812,,1260,,2026-08-17,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-17T15:02:52.215748+00:00
4114c1f7-bfe0-4ad8-989b-9fb25cfc2a8f,fa1205c5-dffa-4041-9679-7ba46cc343c3,,15750,,2026-08-18,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-18T09:25:36.210639+00:00
f3f2ecd5-7376-4835-9804-a37aff07dc57,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,,300,,2026-08-19,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-19T06:02:09.314732+00:00
7a64a729-bc8c-4b18-9ab1-64b20bbb5109,ce9aa13c-f310-4e11-a13f-19b266cbfbb8,,6240,,2026-08-19,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-19T09:29:56.043285+00:00
eb5edadd-93b0-4607-a67c-23e9d23535de,6eb9de4b-6fa8-4463-9eb2-51ae7fd4467e,,5000,,2026-08-19,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-19T14:14:52.192918+00:00
df4ea158-b24a-42ea-8ce4-c571cd150939,e44b4eb5-b5b9-4933-82ec-e6a137d7dc0f,,8990,,2026-08-19,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-19T14:15:36.414032+00:00
e40fb5a3-304a-4431-8315-a3dfe89e29e2,6cd070c6-afa5-4ae3-8a24-b986598efbac,,6770,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T04:55:15.470118+00:00
a06b9d34-2364-44f1-9477-802a3b5b4f0b,3cb9a1e8-be84-4b91-a3bc-fb00f3a89059,,1440,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T05:41:52.953993+00:00
83c2d416-d46f-4cc3-999e-353f08421f3f,159dbccd-1bdf-48b5-ad88-65a39d2edac5,,5300,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T06:21:30.638194+00:00
ee745e43-c6ac-48e9-bf0a-28f8d33b2178,ce99fffb-8a05-45cd-b6a6-bf28ffae7a5b,,2320,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T10:03:48.167091+00:00
02da738f-bb5f-4119-9487-f18881d6f1e1,0950681b-50ee-4b55-9a47-a790bcd3dfd9,,26330,,2026-08-20,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-20T15:38:02.381219+00:00
8e4a8249-a813-4a4b-9399-36bd127e2ef3,b2aaebd7-5b93-4c24-9a8d-cdc8be9230ce,,600,,2026-08-21,f686d4d0-3678-467e-9535-3d5f1309c328,Cashier 1,2026-08-21T04:08:46.913788+00:00
d53352ec-8b19-47ee-a26b-d3b6b6ff33c6,0351cf49-7d46-44dd-9769-cc93a797ce67,,600,,2026-08-21,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-21T05:12:13.925644+00:00
5382f192-ad1d-472c-b3fd-71eb3464de5f,4ae3e7c6-6649-4b6a-974d-082d341c2548,,1200,,2026-08-21,62c5814c-09e6-4583-874d-c3660ce3283f,Asad,2026-08-21T10:29:53.714289+00:00
